CU_NAME,Species_CU_INDEX,DESCR,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,SPECIES,Year,INDEX_YN,ESTIMATE_STAGE,ESTIMATE_CLASSIFICATION,NO_INSPECTIONS_USED,ESTIMATE_METHOD,POP_ID,MAX_ESTIMATE,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURNS,ENUMERATION_METHOD1,ENUMERATION_METHOD2,ENUMERATION_METHOD3,ENUMERATION_METHOD4,ENUMERATION_METHOD5,ENUMERATION_METHOD6,EstQual
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1993,KLUKSHU RIVER,Chinook,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,3220,NA,NA,NA,NA,NA,NA,NA,NA,3220,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1981,KLUKSHU RIVER,Chinook,1981,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1963,NA,NA,NA,NA,NA,NA,NA,NA,1963,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1977,KLUKSHU RIVER,Chinook,1977,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2894,NA,NA,NA,NA,NA,NA,NA,NA,2894,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1976,KLUKSHU RIVER,Chinook,1976,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1153,NA,NA,NA,NA,NA,NA,NA,NA,1153,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1994,KLUKSHU RIVER,Chinook,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,3628,NA,NA,NA,NA,NA,NA,NA,NA,3628,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1988,KLUKSHU RIVER,Chinook,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1994,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1986,KLUKSHU RIVER,Chinook,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2607,NA,NA,NA,NA,NA,NA,NA,NA,2607,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2004,KLUKSHU RIVER,Chinook,2004,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,2525,NA,NA,2445,NA,NA,NA,80,2525,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2002,KLUKSHU RIVER,Chinook,2002,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,2240,NA,NA,2134,NA,NA,NA,106,2240,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2003,KLUKSHU RIVER,Chinook,2003,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1737,NA,NA,1661,NA,NA,NA,76,1737,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1990,KLUKSHU RIVER,Chinook,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1742,NA,NA,NA,NA,NA,NA,NA,NA,1742,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1982,KLUKSHU RIVER,Chinook,1982,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1969,NA,NA,NA,NA,NA,NA,NA,NA,1969,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1991,TAKHANNE RIVER,Chinook,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,86,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 2003,TAKHANNE RIVER,Chinook,2003,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44858,105,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 2002,TAKHANNE RIVER,Chinook,2002,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44858,220,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 2004,TAKHANNE RIVER,Chinook,2004,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44858,46,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1990,TAKHANNE RIVER,Chinook,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,325,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1989,TAKHANNE RIVER,Chinook,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,158,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1998,TAKHANNE RIVER,Chinook,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,136,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1987,TAKHANNE RIVER,Chinook,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,395,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1994,TAKHANNE RIVER,Chinook,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,342,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1986,TAKHANNE RIVER,Chinook,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,358,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1985,TAKHANNE RIVER,Chinook,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,184,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1995,TAKHANNE RIVER,Chinook,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,260,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1992,TAKHANNE RIVER,Chinook,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,77,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1997,TAKHANNE RIVER,Chinook,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,190,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1996,TAKHANNE RIVER,Chinook,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,230,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1993,TAKHANNE RIVER,Chinook,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,351,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1984,TAKHANNE RIVER,Chinook,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,158,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1999,TAKHANNE RIVER,Chinook,1999,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44858,194,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 1988,TAKHANNE RIVER,Chinook,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44858,169,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Takhanne River (Alsek/Taku) Chinook 2005,TAKHANNE RIVER,Chinook,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44858,47,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1989,CHRISTINA CREEK,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1993,CHRISTINA CREEK,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,28,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1990,CHRISTINA CREEK,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1986,CHRISTINA CREEK,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Not Applicable,45492,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1984,CHRISTINA CREEK,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,130,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1985,CHRISTINA CREEK,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,67,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1992,CHRISTINA CREEK,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,50,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1988,CHRISTINA CREEK,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,UNK
CHRISTINA,SEL-26-01,Christina Creek (Stikine) Sockeye 1987,CHRISTINA CREEK,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45492,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1965,TAHLTAN RIVER,Sockeye,1965,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,1471,NA,NA,NA,NA,NA,NA,NA,NA,1471,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1978,TAHLTAN RIVER,Sockeye,1978,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,22788,NA,NA,NA,NA,NA,NA,NA,NA,22788,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1968,TAHLTAN RIVER,Sockeye,1968,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,19726,NA,NA,NA,NA,NA,NA,NA,NA,19726,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1988,TAHLTAN RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,2536,NA,NA,NA,NA,NA,NA,NA,NA,2536,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1993,TAHLTAN RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,53362,NA,NA,NA,NA,NA,NA,NA,NA,53362,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1984,TAHLTAN RIVER,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,32777,NA,NA,NA,NA,NA,NA,NA,NA,32777,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1975,TAHLTAN RIVER,Sockeye,1975,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,8159,NA,NA,NA,NA,NA,NA,NA,NA,8159,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1980,TAHLTAN RIVER,Sockeye,1980,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,11018,NA,NA,NA,NA,NA,NA,NA,NA,11018,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1961,TAHLTAN RIVER,Sockeye,1961,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,16619,NA,NA,NA,NA,NA,NA,NA,NA,16619,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1991,TAHLTAN RIVER,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,50135,NA,NA,NA,NA,NA,NA,NA,NA,50135,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1976,TAHLTAN RIVER,Sockeye,1976,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,24111,NA,NA,NA,NA,NA,NA,NA,NA,24111,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1979,TAHLTAN RIVER,Sockeye,1979,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,10211,NA,NA,NA,NA,NA,NA,NA,NA,10211,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1982,TAHLTAN RIVER,Sockeye,1982,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,28257,NA,NA,NA,NA,NA,NA,NA,NA,28257,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1995,TAHLTAN RIVER,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,42317,NA,NA,NA,NA,NA,NA,NA,NA,42317,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1985,TAHLTAN RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,67326,NA,NA,NA,NA,NA,NA,NA,NA,67326,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1962,TAHLTAN RIVER,Sockeye,1962,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,14508,NA,NA,NA,NA,NA,NA,NA,NA,14508,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1996,TAHLTAN RIVER,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,52500,NA,NA,NA,NA,NA,NA,NA,NA,52500,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1960,TAHLTAN RIVER,Sockeye,1960,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,6387,NA,NA,NA,NA,NA,NA,NA,NA,6387,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1959,TAHLTAN RIVER,Sockeye,1959,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,4311,NA,NA,NA,NA,NA,NA,NA,NA,4311,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1983,TAHLTAN RIVER,Sockeye,1983,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,21256,NA,NA,NA,NA,NA,NA,NA,NA,21256,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1990,TAHLTAN RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,14927,NA,NA,NA,NA,NA,NA,NA,NA,14927,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1981,TAHLTAN RIVER,Sockeye,1981,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,50790,NA,NA,NA,NA,NA,NA,NA,NA,50790,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1966,TAHLTAN RIVER,Sockeye,1966,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,21580,NA,NA,NA,NA,NA,NA,NA,NA,21580,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1992,TAHLTAN RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,59907,NA,NA,NA,NA,NA,NA,NA,NA,59907,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1973,TAHLTAN RIVER,Sockeye,1973,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,2877,NA,NA,NA,NA,NA,NA,NA,NA,2877,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1986,TAHLTAN RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,20280,NA,NA,NA,NA,NA,NA,NA,NA,20280,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1989,TAHLTAN RIVER,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,8316,NA,NA,NA,NA,NA,NA,NA,NA,8316,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1998,TAHLTAN RIVER,Sockeye,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,12658,NA,NA,NA,NA,NA,NA,NA,NA,12658,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1972,TAHLTAN RIVER,Sockeye,1972,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,52545,NA,NA,NA,NA,NA,NA,NA,NA,52545,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1969,TAHLTAN RIVER,Sockeye,1969,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,11805,NA,NA,NA,NA,NA,NA,NA,NA,11805,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1963,TAHLTAN RIVER,Sockeye,1963,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,1780,NA,NA,NA,NA,NA,NA,NA,NA,1780,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1967,TAHLTAN RIVER,Sockeye,1967,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,38801,NA,NA,NA,NA,NA,NA,NA,NA,38801,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1977,TAHLTAN RIVER,Sockeye,1977,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,42960,NA,NA,NA,NA,NA,NA,NA,NA,42960,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1971,TAHLTAN RIVER,Sockeye,1971,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,18523,NA,NA,NA,NA,NA,NA,NA,NA,18523,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2018,TAHLTAN RIVER,Sockeye,2018,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,19208,17123,NA,NA,NA,NA,1878,207,19208,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2013,TAHLTAN RIVER,Sockeye,2013,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,15828,12632,NA,NA,NA,NA,3196,0,15828,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2012,TAHLTAN RIVER,Sockeye,2012,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,13687,9514,NA,NA,NA,NA,3949,224,13687,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2011,TAHLTAN RIVER,Sockeye,2011,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,34588,29689,NA,NA,NA,NA,4559,340,34588,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2014,TAHLTAN RIVER,Sockeye,2014,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,40145,36864,NA,NA,NA,NA,2881,400,40145,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2015,TAHLTAN RIVER,Sockeye,2015,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,33159,29288,NA,NA,NA,NA,3871,0,33159,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2016,TAHLTAN RIVER,Sockeye,2016,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,38631,34143,NA,NA,NA,NA,4315,173,38631,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2017,TAHLTAN RIVER,Sockeye,2017,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,19241,16332,NA,NA,NA,NA,2909,0,19241,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2019,TAHLTAN RIVER,Sockeye,2019,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,36999,33208,NA,NA,NA,NA,3579,212,36999,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2007,TAHLTAN RIVER,Sockeye,2007,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,21074,18035,NA,NA,NA,NA,2839,200,21074,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2008,TAHLTAN RIVER,Sockeye,2008,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,10516,8052,NA,NA,NA,NA,2364,100,10516,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2009,TAHLTAN RIVER,Sockeye,2009,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,30673,27313,NA,NA,NA,NA,3011,349,30673,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2010,TAHLTAN RIVER,Sockeye,2010,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,22860,18218,NA,NA,NA,NA,4484,158,22860,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 2004,TAHLTAN RIVER,Sockeye,2004,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,45144,63372,58709,NA,NA,NA,NA,4243,420,63372,NA,NA,NA,NA,NA,NA,NA,H
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1974,TAHLTAN RIVER,Sockeye,1974,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,8101,NA,NA,NA,NA,NA,NA,NA,NA,8101,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1970,TAHLTAN RIVER,Sockeye,1970,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,8419,NA,NA,NA,NA,NA,NA,NA,NA,8419,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1997,TAHLTAN RIVER,Sockeye,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,12483,NA,NA,NA,NA,NA,NA,NA,NA,12483,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1999,TAHLTAN RIVER,Sockeye,1999,NA,FINAL,UNKNOWN,NA,Fixed Site Census,45144,10748,NA,NA,NA,NA,NA,NA,NA,NA,10748,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1994,TAHLTAN RIVER,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,46363,NA,NA,NA,NA,NA,NA,NA,NA,46363,NA,NA,NA,NA,NA,NA,UNK
TAHLTAN,SEL-26-02,Tahltan River (Stikine) Sockeye 1987,TAHLTAN RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45144,6958,NA,NA,NA,NA,NA,NA,NA,NA,6958,NA,NA,NA,NA,NA,NA,UNK
